url_path,views_total,views_unique
/tendermint/starport,1741,673
/tendermint/starport/pulls,638,25
/tendermint/starport/issues,332,50
/tendermint/starport/tree/develop/starport,148,62
/tendermint/starport/pull/1843,102,8
/tendermint/starport/search,100,29
/tendermint/starport/tree/develop/docs,92,55
/tendermint/starport/pull/1787,78,4
/tendermint/starport/releases,76,50
/tendermint/starport/pull/1809,73,4
