url_path,views_total,views_unique
/tendermint/starport,596,258
/tendermint/starport/pulls,213,13
/tendermint/starport/issues,103,18
/tendermint/starport/pull/1560,101,10
/tendermint/starport/pull/1495,43,3
/tendermint/starport/pull/1575,37,4
/tendermint/starport/tree/develop/starport,32,17
/tendermint/starport/pull/1545,24,5
/tendermint/starport/search,24,4
/tendermint/starport/pull/1560/files,23,3
