url_path,views_total,views_unique
/tendermint/starport,1534,566
/tendermint/starport/pulls,326,18
/tendermint/starport/issues,177,31
/tendermint/starport/tree/develop/starport,71,22
/tendermint/starport/pull/1716,60,4
/tendermint/starport/pull/1703,56,3
/tendermint/starport/releases,49,23
/tendermint/starport/pull/1676,46,7
/tendermint/starport/pull/1717,46,5
/tendermint/starport/pull/1718,33,3
