url_path,views_total,views_unique
/tendermint/starport,1681,509
/tendermint/starport/pulls,415,27
/tendermint/starport/issues,237,44
/tendermint/starport/pull/1417,96,12
/tendermint/starport/tree/develop/starport,84,41
/tendermint/starport/pull/1435,82,5
/tendermint/starport/pull/1410,77,17
/tendermint/starport/search,66,19
/tendermint/starport/pull/1406,63,5
/tendermint/starport/releases,58,39
