url_path,views_total,views_unique
/tendermint/starport,1724,676
/tendermint/starport/pulls,449,30
/tendermint/starport/issues,263,50
/tendermint/starport/tree/develop/starport,127,62
/tendermint/starport/pull/1843,97,6
/tendermint/starport/search,92,34
/tendermint/starport/releases,86,53
/tendermint/starport/tree/develop/docs,79,52
/tendermint/starport/pull/1774,69,7
/tendermint/starport/pull/1808,48,4
