url_path,views_total,views_unique
/tendermint/starport,2206,765
/tendermint/starport/pulls,821,40
/tendermint/starport/issues,425,60
/tendermint/starport/pull/1599,124,15
/tendermint/starport/pull/1579,119,13
/tendermint/starport/tree/develop/docs,101,49
/tendermint/starport/tree/develop/starport,96,44
/tendermint/starport/pull/1550,79,4
/tendermint/starport/releases,76,47
/tendermint/starport/pull/1599/files,70,7
