referrer,views_total,views_unique
github.com,632,148
Google,334,159
medium.com,17,14
yandex.ru,6,2
sourcegraph.com,6,1
youtube.com,5,4
gitpod.io,5,4
blog.cosmos.network,5,3
com.google.android.gm,5,2
8080-sapphire-marmot-qjejef1w.ws-us10.gitpod.io,4,1
