url_path,views_total,views_unique
/tendermint/starport,1667,718
/tendermint/starport/pulls,388,27
/tendermint/starport/issues,137,38
/tendermint/starport/pull/1545,79,12
/tendermint/starport/tree/develop/starport,70,41
/tendermint/starport/tree/develop/docs,59,26
/tendermint/starport/pull/1676,54,9
/tendermint/starport/search,42,20
/tendermint/starport/pull/1703,38,2
/tendermint/starport/pull/1545/files,37,7
