url_path,views_total,views_unique
/tendermint/starport,1669,442
/tendermint/starport/pulls,346,32
/tendermint/starport/issues,309,36
/tendermint/starport/search,108,23
/tendermint/starport/tree/develop/starport,95,45
/tendermint/starport/releases,82,31
/tendermint/starport/pull/1406,68,5
/tendermint/starport/tree/develop/docs,60,28
/tendermint/starport/pull/1382,59,8
/tendermint/starport/pull/1399,50,4
