url_path,views_total,views_unique
/tendermint/starport,1743,501
/tendermint/starport/pulls,419,27
/tendermint/starport/issues,250,43
/tendermint/starport/pull/1417,91,8
/tendermint/starport/tree/develop/starport,88,43
/tendermint/starport/pull/1410,76,17
/tendermint/starport/search,71,20
/tendermint/starport/pull/1406,68,5
/tendermint/starport/pull/1435,63,5
/tendermint/starport/releases,61,37
