referrer,views_total,views_unique
github.com,636,153
Google,328,162
medium.com,18,15
youtube.com,6,5
yandex.ru,6,2
sourcegraph.com,6,1
gitpod.io,5,4
blog.cosmos.network,5,3
com.google.android.gm,5,2
t.co,4,4
