url_path,views_total,views_unique
/tendermint/starport,1614,432
/tendermint/starport/pulls,484,16
/tendermint/starport/issues,217,25
/tendermint/starport/pull/1343,203,9
/tendermint/starport/search,144,16
/tendermint/starport/tree/develop/starport,111,42
/tendermint/starport/pull/1343/files,72,6
/tendermint/starport/pull/1341,54,4
/tendermint/starport/tree/develop/docs,52,24
/tendermint/starport/pull/1336,48,8
