url_path,views_total,views_unique
/tendermint/starport,1691,658
/tendermint/starport/pulls,599,34
/tendermint/starport/issues,217,37
/tendermint/starport/pull/1475,83,4
/tendermint/starport/tree/develop/starport,75,36
/tendermint/starport/tree/develop/docs,68,37
/tendermint/starport/pull/1464,68,3
/tendermint/starport/pull/1463,65,3
/tendermint/starport/search,61,18
/tendermint/starport/pull/1437,58,12
