url_path,views_total,views_unique
/tendermint/starport,1635,438
/tendermint/starport/pulls,337,24
/tendermint/starport/issues,249,27
/tendermint/starport/search,132,21
/tendermint/starport/tree/develop/starport,104,49
/tendermint/starport/releases,78,28
/tendermint/starport/pull/1343,73,5
/tendermint/starport/pull/1360,56,5
/tendermint/starport/tree/develop/docs,55,22
/tendermint/starport/pull/1382,53,7
