url_path,views_total,views_unique
/tendermint/starport,1591,522
/tendermint/starport/pulls,368,19
/tendermint/starport/issues,247,40
/tendermint/starport/pull/1716,84,8
/tendermint/starport/tree/develop/starport,82,24
/tendermint/starport/search,80,15
/tendermint/starport/pull/1715,56,7
/tendermint/starport/pull/1717,48,5
/tendermint/starport/releases,43,23
/tendermint/starport/pull/1718,42,3
