url_path,views_total,views_unique
/tendermint/starport,1565,583
/tendermint/starport/pulls,639,19
/tendermint/starport/issues,305,48
/tendermint/starport/tree/develop/starport,129,47
/tendermint/starport/pull/1843,102,8
/tendermint/starport/search,89,22
/tendermint/starport/pull/1806,81,6
/tendermint/starport/pull/1810,81,6
/tendermint/starport/pull/1809,80,4
/tendermint/starport/pull/1787,76,4
