url_path,views_total,views_unique
/tendermint/starport,1858,673
/tendermint/starport/pulls,483,34
/tendermint/starport/issues,262,41
/tendermint/starport/pull/1579,109,8
/tendermint/starport/search,91,27
/tendermint/starport/tree/develop/starport,90,48
/tendermint/starport/tree/develop/docs,90,41
/tendermint/starport/pull/1644,83,3
/tendermint/starport/discussions/1586,82,43
/tendermint/starport/releases,68,43
