url_path,views_total,views_unique
/tendermint/starport,1648,647
/tendermint/starport/pulls,479,23
/tendermint/starport/issues,198,48
/tendermint/starport/pull/1495,88,5
/tendermint/starport/tree/develop/docs,83,33
/tendermint/starport/tree/develop/starport,76,33
/tendermint/starport/search,70,20
/tendermint/starport/releases,64,42
/tendermint/starport/pull/1518,59,3
/tendermint/starport/pull/1520,56,8
