url_path,views_total,views_unique
/tendermint/starport,1780,705
/tendermint/starport/pulls,475,32
/tendermint/starport/issues,168,44
/tendermint/starport/tree/develop/starport,89,49
/tendermint/starport/pull/1545,88,13
/tendermint/starport/tree/develop/docs,69,28
/tendermint/starport/search,65,25
/tendermint/starport/pull/1663,59,15
/tendermint/starport/pull/1676,54,9
/tendermint/starport/releases,46,33
