time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-09-11 00:00:00+00:00,25,9,263,61
2021-09-12 00:00:00+00:00,3,3,128,61
2021-09-13 00:00:00+00:00,172,80,703,117
2021-09-14 00:00:00+00:00,283,74,905,98
2021-09-15 00:00:00+00:00,121,55,612,101
2021-09-16 00:00:00+00:00,188,55,640,118
2021-09-17 00:00:00+00:00,235,77,553,115
2021-09-18 00:00:00+00:00,112,50,199,83
2021-09-19 00:00:00+00:00,24,19,254,85
2021-09-20 00:00:00+00:00,192,22,672,105
2021-09-21 00:00:00+00:00,218,62,661,99
2021-09-22 00:00:00+00:00,348,74,901,107
2021-09-23 00:00:00+00:00,241,65,657,88
2021-09-24 00:00:00+00:00,218,48,898,76
