time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-07-04 00:00:00+00:00,105,48,184,31
2021-07-05 00:00:00+00:00,255,78,400,40
2021-07-06 00:00:00+00:00,195,67,577,47
2021-07-07 00:00:00+00:00,157,57,407,50
2021-07-08 00:00:00+00:00,140,73,367,73
2021-07-09 00:00:00+00:00,169,57,433,40
2021-07-10 00:00:00+00:00,65,21,108,37
2021-07-11 00:00:00+00:00,59,40,154,37
2021-07-12 00:00:00+00:00,232,49,909,74
2021-07-13 00:00:00+00:00,166,66,683,77
2021-07-14 00:00:00+00:00,78,30,510,63
2021-07-15 00:00:00+00:00,144,60,614,67
2021-07-16 00:00:00+00:00,118,68,526,82
2021-07-17 00:00:00+00:00,87,53,112,36
