url_path,views_total,views_unique
/tendermint/starport,1726,475
/tendermint/starport/pulls,391,31
/tendermint/starport/issues,309,43
/tendermint/starport/tree/develop/starport,98,42
/tendermint/starport/search,95,21
/tendermint/starport/releases,75,36
/tendermint/starport/pull/1406,68,5
/tendermint/starport/tree/develop/docs,66,29
/tendermint/starport/pull/1382,58,8
/tendermint/starport/pull/1410,51,7
