url_path,views_total,views_unique
/tendermint/starport,1546,397
/tendermint/starport/pulls,572,20
/tendermint/starport/issues,207,23
/tendermint/starport/pull/1343,173,9
/tendermint/starport/search,120,16
/tendermint/starport/tree/develop/starport,86,28
/tendermint/starport/pull/1343/files,66,6
/tendermint/starport/pull/1341,51,4
/tendermint/starport/pull/1336,48,8
/tendermint/starport/milestone/9,46,3
