referrer,views_total,views_unique
github.com,616,149
Google,321,158
medium.com,18,14
gitpod.io,6,5
youtube.com,6,5
yandex.ru,6,2
sourcegraph.com,6,1
blog.cosmos.network,5,3
com.google.android.gm,5,2
Baidu,4,4
